object_id,global_id,row_id,parent_row_id,camp_name,num_employee,employ_others,yes_employ_others,avg_customers,business_type,market_condition,market_security,materials_buy,materials_buy_refined_cxc9401,materials_buy_refined_newNames,materials_buy_x,materials_buy_y,market_depth,market_depth_other,cash_food_local,no_travel_needs,outside_job,outside_job_yes_where,outside_job_yes_where_x,outside_job_yes_where_y,outside_job_yes_what,outside_job_yes_what_other,paid_locals_same,competition,income_compare,business_start,sell_food_assistance,sell_food_assistance_yes,customer_locations,customer_locations_camp,customer_locations_camp_change,customer_locations_camp_change_why,entrepreneurship_training,training_grow,training_grow_other,finances_care,finances_care_other,business_leave_camp,business_leave_camp_when,business_five_years,leave_camp_support_business,id_problem_fequency,informal_banking_services,key_good_demand_change,Business_Final_21_Feb_creation_date,Business_Final_21_Feb_creator,Business_Final_21_Feb_edit_date,Business_Final_21_Feb_editor,x,y,ObjectID,GlobalID,household_money_supply,household_money_supply_other,household_money_supply_other_traders,goods_repeat_final_21_Feb_creation_date,goods_repeat_final_21_Feb_creator,goods_repeat_final_21_Feb_edit_date,goods_repeat_final_21_Feb_editor
75,ef558e57-65a8-4efe-a9e8-3587221e85b1,dea77391-6fbe-440d-9a2a-b383b379d288,dea77391-6fbe-440d-9a2a-b383b379d288,mugombwa,2,yesfamily,2,25,"cell,hair",poor,good,huye district,Huye,Huye,29.75,-2.6,house,,yes,,yes,in kabuga centre,30.216667,-1.966667,mototaxi,,less,five,increased,5/1/2014,yes,1,aroundcamp,they come from bishya centre,yes,increasing of customers,yes,financing,,mobilemoney,,yes,,it will grow.,monthly,monthly,mobile,yes,1/18/2017,ahk7655@rit.edu_RITArcGIS,1/18/2017,ahk7655@rit.edu_RITArcGIS,29.8512,-2.67477,42,3503c3db-374a-4473-92ea-4d94aaa4b144,firewood,,lack of forests.,1/18/2017,ahk7655@rit.edu_RITArcGIS,1/18/2017,ahk7655@rit.edu_RITArcGIS
76,bddcee02-c5f4-420b-9de8-bb76c0c206ff,ea79a35b-d392-4187-839a-7fe25984910f,ea79a35b-d392-4187-839a-7fe25984910f,mugombwa,2,noemploy,,20,hair,poor,good,huye district,Huye,Huye,29.75,-2.6,house,,yes,,no,,,,,,,three,increased,2/6/2015,no,,aroundcamp,they come from bishya centre,yes,customers increase,yes,financing,,other,saco,no,,it will grow,monthly,monthly,saco,yes,1/18/2017,ahk7655@rit.edu_RITArcGIS,1/18/2017,ahk7655@rit.edu_RITArcGIS,29.85122,-2.67483,43,18503698-a0aa-400b-ab57-1a797dfbd689,firewood,,lack of forests,1/18/2017,ahk7655@rit.edu_RITArcGIS,1/18/2017,ahk7655@rit.edu_RITArcGIS
77,9272787d-0b5e-4c96-9b07-cd95e32fae73,8758ae7e-1741-428b-8d9e-6a19cfd3d197,8758ae7e-1741-428b-8d9e-6a19cfd3d197,mugombwa,1,noemploy,,20,general,poor,good,huye district,Huye,Huye,29.75,-2.6,house,,yes,,no,,,,,,,five,increased,1/16/2017,yes,2,aroundcamp,they come bishya village,yes,many customers,no,financing,,other,cooperatives,no,,it will be developed,weekly,monthly,mobile,yes,1/18/2017,ahk7655@rit.edu_RITArcGIS,1/18/2017,ahk7655@rit.edu_RITArcGIS,29.84967,-2.67494,45,499c1803-3a55-4b40-a35b-82c2385b8d38,firewood,,insufficient capital,1/18/2017,ahk7655@rit.edu_RITArcGIS,1/18/2017,ahk7655@rit.edu_RITArcGIS
77,9272787d-0b5e-4c96-9b07-cd95e32fae73,8758ae7e-1741-428b-8d9e-6a19cfd3d197,8758ae7e-1741-428b-8d9e-6a19cfd3d197,mugombwa,1,noemploy,,20,general,poor,good,huye district,,,,,house,,yes,,no,,,,,,,five,increased,1/16/2017,yes,2,aroundcamp,they come bishya village,yes,many customers,no,financing,,other,cooperatives,no,,it will be developed,weekly,monthly,mobile,yes,1/18/2017,ahk7655@rit.edu_RITArcGIS,1/18/2017,ahk7655@rit.edu_RITArcGIS,29.84967,-2.67494,44,5ad78955-9b58-4008-a48d-b65deab4a18a,phones,,,1/18/2017,ahk7655@rit.edu_RITArcGIS,1/18/2017,ahk7655@rit.edu_RITArcGIS
78,fcf92918-d108-4736-a080-e2ae64244f26,96cdec59-4975-40cc-ab04-2a06d9fa4888,96cdec59-4975-40cc-ab04-2a06d9fa4888,mugombwa,12,noemploy,,20,general,poor,good,mubishya (mugomwa),Mubishya,Mubishya,,,house,,yes,,no,,,,,,,zero,increased,12/8/2016,no,,districtonly,,yes,customers increased,yes,training,,other,saco,yes,,it will grow,daily,monthly,saco,yes,1/18/2017,ahk7655@rit.edu_RITArcGIS,1/18/2017,ahk7655@rit.edu_RITArcGIS,29.84996,-2.67515,50,17e76b68-12b6-4268-aca3-684d76858de5,firewood,,insufficient capital,1/18/2017,ahk7655@rit.edu_RITArcGIS,1/18/2017,ahk7655@rit.edu_RITArcGIS
78,fcf92918-d108-4736-a080-e2ae64244f26,96cdec59-4975-40cc-ab04-2a06d9fa4888,96cdec59-4975-40cc-ab04-2a06d9fa4888,mugombwa,12,noemploy,,20,general,poor,good,mubishya (mugomwa),,,,,house,,yes,,no,,,,,,,zero,increased,12/8/2016,no,,districtonly,,yes,customers increased,yes,training,,other,saco,yes,,it will grow,daily,monthly,saco,yes,1/18/2017,ahk7655@rit.edu_RITArcGIS,1/18/2017,ahk7655@rit.edu_RITArcGIS,29.84996,-2.67515,46,d0d2ae8e-2fd9-4b7e-b8a9-5e12002a7495,phones,,,1/18/2017,ahk7655@rit.edu_RITArcGIS,1/18/2017,ahk7655@rit.edu_RITArcGIS
78,fcf92918-d108-4736-a080-e2ae64244f26,96cdec59-4975-40cc-ab04-2a06d9fa4888,96cdec59-4975-40cc-ab04-2a06d9fa4888,mugombwa,12,noemploy,,20,general,poor,good,mubishya (mugomwa),,,,,house,,yes,,no,,,,,,,zero,increased,12/8/2016,no,,districtonly,,yes,customers increased,yes,training,,other,saco,yes,,it will grow,daily,monthly,saco,yes,1/18/2017,ahk7655@rit.edu_RITArcGIS,1/18/2017,ahk7655@rit.edu_RITArcGIS,29.84996,-2.67515,47,431fa0fe-8b5c-49a6-a2e5-8b2aca34528c,beans,,,1/18/2017,ahk7655@rit.edu_RITArcGIS,1/18/2017,ahk7655@rit.edu_RITArcGIS
78,fcf92918-d108-4736-a080-e2ae64244f26,96cdec59-4975-40cc-ab04-2a06d9fa4888,96cdec59-4975-40cc-ab04-2a06d9fa4888,mugombwa,12,noemploy,,20,general,poor,good,mubishya (mugomwa),,,,,house,,yes,,no,,,,,,,zero,increased,12/8/2016,no,,districtonly,,yes,customers increased,yes,training,,other,saco,yes,,it will grow,daily,monthly,saco,yes,1/18/2017,ahk7655@rit.edu_RITArcGIS,1/18/2017,ahk7655@rit.edu_RITArcGIS,29.84996,-2.67515,49,2da1f654-9061-4c77-a1ac-be9455628741,phones,,,1/18/2017,ahk7655@rit.edu_RITArcGIS,1/18/2017,ahk7655@rit.edu_RITArcGIS
78,fcf92918-d108-4736-a080-e2ae64244f26,96cdec59-4975-40cc-ab04-2a06d9fa4888,96cdec59-4975-40cc-ab04-2a06d9fa4888,mugombwa,12,noemploy,,20,general,poor,good,mubishya (mugomwa),,,,,house,,yes,,no,,,,,,,zero,increased,12/8/2016,no,,districtonly,,yes,customers increased,yes,training,,other,saco,yes,,it will grow,daily,monthly,saco,yes,1/18/2017,ahk7655@rit.edu_RITArcGIS,1/18/2017,ahk7655@rit.edu_RITArcGIS,29.84996,-2.67515,48,8917a7eb-5750-4ed2-bd8e-ad3894165ee9,airtime,,,1/18/2017,ahk7655@rit.edu_RITArcGIS,1/18/2017,ahk7655@rit.edu_RITArcGIS
79,6954d1f1-ad34-4e6b-a0b2-a005cc46cafd,1bed003a-5cf9-4b6c-a61a-db027a17b205,1bed003a-5cf9-4b6c-a61a-db027a17b205,kigeme,1,noemploy,,35,"other,restaurant",average,good,gasarenda,Gasarenda,Gasarenda,29.481358,-2.503111,house,,yes,,yes,we do farming out side the camp,,,farm,,less,five,increased,1/12/2016,,,aroundcamp,out of the camp and inside,yes,due to the prices of market,no,financing,,mobilemoney,,yes,,I wish imaybe tradinxg in big market,daily,daily,mobile,yes,1/19/2017,bmtski@rit.edu_RITArcGIS,1/19/2017,bmtski@rit.edu_RITArcGIS,29.52437,-2.48413,51,9b4903a0-7648-4e16-8338-37a3b52b42b7,,,lack of money,1/19/2017,bmtski@rit.edu_RITArcGIS,1/19/2017,bmtski@rit.edu_RITArcGIS
80,718e52d6-2e47-4085-b193-7568812fbe4e,06d926cb-eb93-4909-b06d-28e39f1d6d0d,,kigeme,1,noemploy,,10,restaurant,good,good,they bring them,Nowhere,Nowhere,,,house,,yes,,no,,,,,,,five,decrease,1/1/2017,,,aroundcamp,un hcr staff,yes,there was no enough mone for the crients,yes,financing,,other,sacco,yes,,very strong to the piont of five m,monthly,monthly,saco,yes,1/19/2017,bmtski@rit.edu_RITArcGIS,1/19/2017,bmtski@rit.edu_RITArcGIS,29.52358,-2.48614,,,,,,,,,
81,e0059aba-811e-4edd-82f9-859f3115b751,1f756423-ac9e-4d0c-8e19-6d663f050b87,1f756423-ac9e-4d0c-8e19-6d663f050b87,kigeme,2,noemploy,,30,general,poor,average,gasarenda,Gasarenda,Gasarenda,29.481358,-2.503111,house,,yes,,no,,,,,,,five,decrease,1/12/2014,,,aroundcamp,from different dirrections,yes,we truste our customers and disappear,no,financing,,other,in small groups,no,I can't leave the camp,it will have failed,weekly,weekly,microloan,yes,1/19/2017,bmtski@rit.edu_RITArcGIS,1/19/2017,bmtski@rit.edu_RITArcGIS,29.52464,-2.48832,52,db2abb54-f01c-40a4-8177-61e8813a7089,,,insficieny of money,1/19/2017,bmtski@rit.edu_RITArcGIS,1/19/2017,bmtski@rit.edu_RITArcGIS
82,f2985e3f-e8aa-466b-a014-3bff44518a22,15c2c956-60aa-4a98-a5dd-dceebcda1241,15c2c956-60aa-4a98-a5dd-dceebcda1241,kigeme,2,noemploy,,20,general,average,average,huye,Huye,Huye,29.75,-2.6,daily,,yes,,no,,,,,,,five,decrease,8/22/2016,,,aroundcamp,in this village,yes,there was price increased,yes,financing,,underbed,,no,out side they do tax,it will be very big,daily,frequent,nobank,yes,1/19/2017,bmtski@rit.edu_RITArcGIS,1/19/2017,bmtski@rit.edu_RITArcGIS,29.5245,-2.48826,53,fae59a19-f919-40a2-8d3f-b5f3e395e1a5,,,litle money,1/19/2017,bmtski@rit.edu_RITArcGIS,1/19/2017,bmtski@rit.edu_RITArcGIS
83,814fbdf8-fbc5-477a-9944-e36b42bcf70b,211f116d-fecf-4d7f-a507-8eaa70684f03,211f116d-fecf-4d7f-a507-8eaa70684f03,kigeme,0,yesfamily,2,35,general,average,good,huye,Huye,Huye,29.75,-2.6,house,,yes,,no,,,,,,,five,decrease,1/18/2017,,,aroundcamp,q2,no,,yes,financing,,mobilemoney,,yes,,strong,daily,daily,microloan,no,1/19/2017,bmtski@rit.edu_RITArcGIS,1/19/2017,bmtski@rit.edu_RITArcGIS,29.5235,-2.48564,54,85838f33-9403-42c4-bfbf-718a2a2dab57,,,money,1/19/2017,bmtski@rit.edu_RITArcGIS,1/19/2017,bmtski@rit.edu_RITArcGIS
84,3cef9a78-d5fd-4911-85db-a6c2030c0dbd,3090cd1e-f00f-4d3c-9702-fbfe53de6fce,3090cd1e-f00f-4d3c-9702-fbfe53de6fce,kigeme,1,noemploy,,15,general,average,average,Gasarenda,Gasarenda,Gasarenda,29.481358,-2.503111,daily,,yes,,no,,,,,,,five,increased,########,,,aroundcamp,All around,yes,Ddue to the lack of capital,no,financing,,mobilemoney,,yes,,"It will depend on capital, if he recieves the capital it will grow",weekly,monthly,mobile,yes,1/19/2017,ndt3511@rit.edu_RITArcGIS,1/19/2017,ndt3511@rit.edu_RITArcGIS,29.52242,-2.48311,55,78e4202b-4689-4b8b-bbee-415b2c701c75,,,It depends on what he has bought,1/19/2017,ndt3511@rit.edu_RITArcGIS,1/19/2017,ndt3511@rit.edu_RITArcGIS
85,ebf3183d-e0e8-48b0-bbdc-d610c7295cd4,3537769b-9300-4187-a482-7bb0693eec50,3537769b-9300-4187-a482-7bb0693eec50,kigeme,2,yesfamily,0,20,general,average,average,NyaMgabe gasarenda,"Nyamagabe,Gasarenda","Nyamagabe,Gasarenda","29.466667, 29.481358","-2.4, -2.503111",house,,yes,,no,,,,,,,five,decrease,7/31/2013,,,aroundcamp,All around,yes,due to the crisis of money,yes,"financing,training",,other,Groups the origsnize money via donations,yes,,They will have worked their business to the top,weekly,monthly,nobank,yes,1/19/2017,ndt3511@rit.edu_RITArcGIS,1/19/2017,ndt3511@rit.edu_RITArcGIS,29.52252,-2.4826,56,139e1e35-86a0-4af9-8f5c-9a0b813526c3,,,Due to the money crisis,1/19/2017,ndt3511@rit.edu_RITArcGIS,1/19/2017,ndt3511@rit.edu_RITArcGIS
86,ac3a45c4-677b-4e7e-8a25-d040b231c3a8,09872cc0-af94-4beb-9933-e7e0eddcdff9,,kigeme,1,noemploy,,40,grocery,average,average,Cyizi and nyamagabe,"Cyizi,Nyamagabe","Cyizi,Nyamagabe",,,daily,,no,Because they are give little money,no,,,,,,,five,remain,5/14/2014,,,districtonly,,no,,no,financing,,other,The consume the profits,no,Some disappeared some habe increased capital,Could stay coukd disappear,weekly,monthly,nobank,no,1/19/2017,ndt3511@rit.edu_RITArcGIS,1/19/2017,ndt3511@rit.edu_RITArcGIS,29.52266,-2.48257,,,,,,,,,
87,88944d2f-c652-4e57-b40b-ad98fa80f336,f8527882-5236-423b-91ff-5b7b320fcf41,f8527882-5236-423b-91ff-5b7b320fcf41,kigeme,2,yesfamily,0,20,general,average,average,Gisagara,Gisa,Gisa,29.85,-2.616667,house,,yes,,no,,,,,,,three,increased,3/31/2013,,,aroundcamp,Come mostly for trading,yes,Because of differnt types of trading,yes,financing,,other,Put tge money back into the business,yes,,If she get more capital she will be able to expand,weekly,monthly,nobank,yes,1/19/2017,ndt3511@rit.edu_RITArcGIS,1/19/2017,ndt3511@rit.edu_RITArcGIS,29.52302,-2.48281,57,964d7377-a0aa-4c0f-8cee-266729e55281,,,"Prices increase, but local community is struggling to afford to buy stuff",1/19/2017,ndt3511@rit.edu_RITArcGIS,1/19/2017,ndt3511@rit.edu_RITArcGIS
88,5619ac50-24b8-4098-93bb-e244a68e3700,63931adf-74d8-448b-a4c3-eaaf19a35d1b,63931adf-74d8-448b-a4c3-eaaf19a35d1b,kigeme,2,yesfamily,0,35,grocery,average,average,Icyizi,Icyizi,Icyizi,,,house,,yes,,no,,,,,,,three,increased,5/31/2013,,,aroundcamp,All around,no,,yes,financing,,"mobilemoney,other",Bank account,no,N/A,if she get capital the business will grow if not it will stay the same,weekly,monthly,"microloan,mobile,commbank",yes,1/19/2017,ndt3511@rit.edu_RITArcGIS,1/19/2017,ndt3511@rit.edu_RITArcGIS,29.52329,-2.48301,58,cf521f7c-1d59-425a-b53d-f85230470d3d,,,"Decreased, because of little capital",1/19/2017,ndt3511@rit.edu_RITArcGIS,1/19/2017,ndt3511@rit.edu_RITArcGIS
89,eb51649d-9af3-4b13-9cd1-4fc8d00756c3,144a1d3a-7e44-410f-98e5-adce99aaede5,144a1d3a-7e44-410f-98e5-adce99aaede5,kigeme,2,yesfamily,0,10,grocery,average,average,Gasarenda,Gasarenda,Gasarenda,29.481358,-2.503111,house,,yes,,yes,Here in camp,,,other,Masonry,less,two,decrease,6/9/2013,,,aroundcamp,All around,no,,no,financing,,other,Micro financing,no,N/A,If she recieves money the business will grow,weekly,monthly,microloan,yes,1/19/2017,ndt3511@rit.edu_RITArcGIS,1/19/2017,ndt3511@rit.edu_RITArcGIS,29.5233,-2.48308,59,1ecb6ddf-fb27-42ec-b27c-d83dbf926b14,,,"food price increase, her food became to expensive for locals",1/19/2017,ndt3511@rit.edu_RITArcGIS,1/19/2017,ndt3511@rit.edu_RITArcGIS
90,d1acbbc1-c1a9-4374-a9d2-2d8cee6151b9,94efafcc-9b95-497f-827b-cf28bbad37f0,94efafcc-9b95-497f-827b-cf28bbad37f0,kigeme,2,yesfamily,0,30,other,average,average,Gasarenda,Gasarenda,Gasarenda,29.481358,-2.503111,house,,yes,,no,,,,,,,three,decrease,6/10/2013,,,aroundcamp,All around,no,,no,"financing,training",,underbed,,yes,,"Biss is improving, should be able to make a decent profit in 5 year",weekly,monthly,nobank,yes,1/19/2017,ndt3511@rit.edu_RITArcGIS,1/19/2017,ndt3511@rit.edu_RITArcGIS,29.52325,-2.4831,60,14ba4c8e-6b03-4e6d-80e2-fdd33965a696,,,"Decreased, prices haf to be increased and there is not enough money",1/19/2017,ndt3511@rit.edu_RITArcGIS,1/19/2017,ndt3511@rit.edu_RITArcGIS
91,f9683a59-677f-4e60-97cc-f9f71083ec66,bb59a890-d3c5-4a2c-9dde-fc95838eb854,,kigeme,3,yesfamily,2,55,"general,cell",average,average,Garenda nyamagabe kigali,"Nyamagabe,Gasarenda,Kigali","Nyamagabe,Gasarenda,Kigali","29.466667, 29.481358, 30.059444","-2.4, -2.503111, -1.943889",house,,yes,,yes,owns another store,,,other,store Owner,same,two,decrease,9/30/2016,,,aroundcamp,All over,no,,yes,financing,,"remittances,mobilemoney,other",Micro finances/ banks,yes,,"Over the cource of one year the businesshas grown rapidly, he expects that in 5 years business will blossom",weekly,monthly,"microloan,mobile,commbank",no,1/19/2017,ndt3511@rit.edu_RITArcGIS,1/19/2017,ndt3511@rit.edu_RITArcGIS,29.52342,-2.48308,,,,,,,,,
92,9ddfb327-fd4d-4ef3-b669-414f9e3f9458,60d20ca6-f1a4-4ba6-b999-966a5be11123,,kigeme,1,noemploy,,20,grocery,poor,good,Kizi,Kizi,Kizi,29.583408,-2.51671,daily,,yes,,no,,,,,,,five,decrease,########,,,aroundcamp,Kigeme and gakoma,yes,She don't sell her product on credit,yes,"financing,training",,other,Sacco,yes,,She is not sure,daily,frequent,saco,yes,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.51282,-2.49222,,,,,,,,,
93,936e2bb5-47fa-4324-b90f-146e2a5f009d,00822e67-7354-4b6e-ad9f-82239f530af5,,kigeme,1,noemploy,,6,other,poor,good,Gasarenda,Gasarenda,Gasarenda,29.481358,-2.503111,house,,yes,,no,,,,,,,two,increased,########,,,districtonly,,no,,no,"financing,training",,underbed,,yes,,In 5 years the profit from the first drink business will be used to open a second restaurant business s,daily,frequent,microloan,yes,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.50463,-2.49858,,,,,,,,,
94,c716d155-ee81-49c9-ac40-425c84061860,73be7a7b-b3f8-4610-90af-3e5497809256,,kigeme,1,noemploy,,4,woodcharcoal,poor,good,Gakoma,Gakoma,Gakoma,29.63333333,-1.7,house,,yes,,no,,,,,,,five,decrease,4/7/2014,,,districtonly,,no,,no,"financing,training",,underbed,,yes,,Her business will be grow up 5 time in size,weekly,frequent,microloan,no,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.50396,-2.49909,,,,,,,,,
95,dcc0c214-2699-4a0d-a18d-444f0e00bcc0,3b6e1029-f413-4246-8913-c5963b868a7d,,kigeme,1,noemploy,,8,other,poor,good,Gakoma,Gakoma,Gakoma,29.63333333,-1.7,house,,yes,,no,,,,,,,five,increased,8/13/2012,,,districtonly,,no,,no,"financing,training",,underbed,,yes,,Her business will be changed to general store,weekly,frequent,nobank,no,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.50509,-2.49895,,,,,,,,,
96,e67a3566-0925-44c4-bb91-ae6970f3972b,59013c47-f648-4999-9e91-6e90693178d8,,kigeme,1,noemploy,,5,other,poor,average,Kigeme center,KigemeTown,Kigeme,29.527007,-2.484313,house,,yes,,no,,,,,,,five,decrease,5/3/2016,,,districtonly,,no,,yes,"financing,training",,underbed,,yes,,She doesn't think she will have a business in 5 years because income is decreasing,daily,frequent,nobank,yes,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.52054,-2.4833,,,,,,,,,
97,c4afb725-a854-4a9f-bb1c-3658639687a9,0cdb6784-2156-45c5-b218-4b952e831e38,,kigeme,5,yesfamily,5,50,"general,other,grocery",poor,good,"Kigeme center,kizi and gasarenda","KigemeTown,Kizi,Gasarenda","Kigeme,Kizi,Gasarenda","29.527007, 29.583408, 29.481358","-2.484313, -2.51671, -2.503111",daily,,yes,,no,,,,,,,five,increased,1/13/2015,,,aroundcamp,"Kigeme center ,gakoma",no,,yes,financing,,other,Bank,yes,,Grow 4 times in the size,daily,frequent,saco,yes,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.52279,-2.48268,,,,,,,,,
98,473056c9-e47f-45d1-997c-1754dd928b9c,c56635d6-c2ee-43ec-bf4f-9e234ca9c6fc,,kigeme,2,yesfamily,2,15,"general,grocery",poor,good,Kizi,Kizi,Kizi,29.583408,-2.51671,daily,,yes,,no,,,,,,,five,increased,2/4/2016,,,districtonly,,yes,Because of new products come into the business,yes,"financing,training",,mobilemoney,,yes,,She will introduce more new products,daily,frequent,"saco,microloan",yes,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.52267,-2.48271,,,,,,,,,
99,6ca26f7a-458b-4340-9668-b3d8034eecae,57046eb0-a686-4218-a090-a37b3035dfda,,kigeme,1,noemploy,,20,"general,grocery",poor,good,Gasarenda,Gasarenda,Gasarenda,29.481358,-2.503111,house,,yes,,no,,,,,,,five,decrease,1/26/2016,,,districtonly,,no,,no,"training,financing",,mobilemoney,,yes,,Her business will be double,weekly,frequent,microloan,no,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.52238,-2.48309,,,,,,,,,
100,80a4e3f2-2f48-42e0-a764-03b140336a1c,b2ea9a4f-b711-446d-820d-e8c2bb8bed97,,kigeme,1,noemploy,,10,general,poor,good,Gasarenda,Gasarenda,Gasarenda,29.481358,-2.503111,daily,,yes,,no,,,,,,,five,remain,########,,,districtonly,,no,,no,"training,financing",,mobilemoney,,yes,,She will be in big shop,daily,frequent,mobile,no,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.52241,-2.4831,,,,,,,,,
101,4d4d0db2-0bcc-491a-b77d-61238456071b,040a27ab-6254-4df9-ad97-957f2c6d2eb7,,kigeme,1,noemploy,,15,other,poor,good,Gakoma,Gakoma,Gakoma,29.63333333,-1.7,other,On the street,yes,,no,,,,,,,five,decrease,1/17/2016,,,districtonly,,no,,yes,"financing,training",,mobilemoney,,yes,,Her business will change to shop,daily,frequent,mobile,no,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.51278,-2.49223,,,,,,,,,
102,c66214fd-d2f5-49eb-9e1f-f9e25f29bdff,feb4b641-35fa-42bf-94cd-1b386cda13e2,,kigeme,1,noemploy,,10,other,poor,good,Gasarenda,Gasarenda,Gasarenda,29.481358,-2.503111,house,,yes,,no,,,,,,,five,remain,8/21/2012,,,districtonly,,yes,The capital was decreased and this cause a decrease of their customer,no,"financing,training",,underbed,,yes,,Her business will be grow up to 5 time,weekly,frequent,microloan,yes,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.51321,-2.49192,,,,,,,,,
103,a752886f-9ef9-411e-9d28-78c9b155de5a,b146c415-a511-4014-b103-74b358d2c76a,,kigeme,1,noemploy,,3,clothing,poor,average,Gasarenda,Gasarenda,Gasarenda,29.481358,-2.503111,house,,yes,,no,,,,,,,five,decrease,3/24/2014,,,districtonly,,no,,no,training,,underbed,,yes,,He will change his business to general store,daily,frequent,microloan,yes,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.52311,-2.48329,,,,,,,,,
104,5428d8fa-2df2-443b-a842-db677eaa0210,922b159e-2911-487d-bb88-e2376352b84d,,kigeme,1,noemploy,,35,"general,grocery",poor,good,Gasarenda,Gasarenda,Gasarenda,29.481358,-2.503111,house,,yes,,yes,Nyamagabe,29.466667,-2.4,farm,,less,five,increased,9/16/2012,,,districtonly,,no,,yes,training,,mobilemoney,,yes,,After 5 years his profit will be used to buy a cow,weekly,frequent,microloan,no,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.52284,-2.48856,,,,,,,,,
105,287bcb8e-d14a-4277-84e9-3d48b135661e,3a3b2a7f-2ad9-42f6-a54c-2906f52561cc,,kigeme,6,yesfamily,2,14,general,poor,good,Nyamagabe town,Nyamagabe,Nyamagabe,29.466667,-2.4,daily,,yes,,no,,,,,,,five,increased,2/29/2016,,,districtonly,,no,,yes,financing,,mobilemoney,,yes,,Not sure,weekly,frequent,mobile,no,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.505,-2.49844,,,,,,,,,
106,33c6c77e-5b03-44f6-83d0-1d7f7dbd5ca2,0a8605dc-1973-45c7-b201-311374414a7d,,kigeme,1,noemploy,,15,other,poor,good,Gakoma,Gakoma,Gakoma,29.63333333,-1.7,daily,,yes,,no,,,,,,,five,increased,8/15/2013,,,districtonly,,no,,no,"financing,training",,mobilemoney,,no,,She hope change her to grocery,daily,frequent,microloan,no,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.52239,-2.48702,,,,,,,,,
107,724c103f-0a42-4b3a-b493-e45e8e3cc7c9,737ada12-0fed-44dd-94f4-0100232adb70,,kigeme,3,yesfamily,3,60,"general,grocery",poor,good,Gasarenda and kigeme center,"Gasarenda,KigemeTown","Gasarenda,Kigeme","29.481358, 29.527007","-2.503111, -2.484313",daily,,yes,,no,,,,,,,five,increased,6/30/2014,,,aroundcamp,Kigeme center and gakoma,no,,yes,financing,,underbed,,yes,,Spread more shops in this camp,daily,frequent,microloan,no,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.50408,-2.49905,,,,,,,,,
108,7d3cc57c-e75b-4567-9a1f-2c2da432aaaf,7b2410eb-f408-480a-8f1b-d13fb9551870,,kigeme,1,noemploy,,7,"grocery,other",poor,good,Kigeme center,KigemeTown,Kigeme,29.527007,-2.484313,daily,,yes,,no,,,,,,,five,remain,########,,,districtonly,,no,,no,"financing,training",,mobilemoney,,no,,His using 100000 today in 5 years he will use 500 000,weekly,frequent,mobile,no,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.52254,-2.48605,,,,,,,,,
109,ac41e7e8-efd5-4644-8c4c-6b9d33253906,645cee7d-be7f-49da-bafc-e9e12ea4da54,,kigeme,2,noemploy,,55,general,poor,good,Cyizi and karambi,"Cyizi,Karambi","Cyizi,Karambi",,,daily,,yes,,no,,,,,,,five,increased,5/4/2013,,,districtonly,,no,,no,"financing,training",,mobilemoney,,yes,,It will grow up to 4 times,weekly,frequent,mobile,yes,1/21/2017,bes1830@rit.edu_RITArcGIS,1/21/2017,bes1830@rit.edu_RITArcGIS,29.52255,-2.48684,,,,,,,,,
